"","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","label"
"1500","7afSN5zhUhkbpRFpYKYztK",0.472,0.671,4,-4.649,1,0.029,0.0129,0,0.159,0.0681,82.952,232800,0
"1501","7jDe24vXWUNX8Jl2hZHrIS",0.488,0.487,4,-6.371,1,0.0307,0.577,0,0.193,0.217,77.344,230267,0
"1502","7vr42ZYb6lBjSBnc9zfohk",0.692,0.808,5,-5.486,0,0.0315,0.217,0.512,0.449,0.646,109.992,169640,0
"1503","5Ma3BlNVDtn3JiwMEafSaq",0.249,0.492,2,-7.108,0,0.0352,0.755,0,0.243,0.34,54.134,262320,0
"1504","0EfsDEYaSjGYd66Pr881nq",0.581,0.656,4,-4.891,0,0.0294,0.00269,2.78e-06,0.101,0.338,108.033,235160,0
"1505","4g24R4qNnOy1stBY5uIIAa",0.71,0.473,0,-9.048,1,0.0332,0.914,0.166,0.124,0.447,130.076,170767,0
"1506","4fmU11hc9cNOvnD1rvddUl",0.392,0.644,4,-5.229,1,0.0332,0.000791,0.392,0.106,0.151,120.569,302533,0
"1507","2dIPAPCa05Hh2Esift0sVX",0.734,0.222,5,-17.287,1,0.229,0.896,0,0.343,0.62,106.946,142028,0
"1508","79VOtcP9nts7OLjzqmzf0I",0.763,0.146,9,-13.375,1,0.0379,0.946,1.44e-06,0.118,0.536,98.056,197143,0
"1509","1w553LQgqi5Wr1EbnPe2bB",0.597,0.625,1,-5.94,1,0.0308,0.000104,0.0508,0.149,0.146,112.026,224027,0
"1510","1Hcq5r6BZ78WISy8Zgsbyw",0.548,0.73,9,-6.399,0,0.0535,0.0161,0.0242,0.147,0.441,166,258733,0
"1511","3aVyHFxRkf8lSjhWdJ68AW",0.547,0.779,1,-4.529,1,0.0276,0.000111,0.0133,0.138,0.16,136.981,262000,0
